t_us,pin,raw
1000000,15,34261
1000000,16,62061
1001002,15,34252
1001002,16,62093
1002023,15,34251
1002023,16,62064
1003001,15,34237
1003001,16,62068
1004020,15,34246
1004020,16,62077
1005038,15,34252
1005038,16,62081
1006017,15,34237
1006017,16,62059
1007038,15,34232
1007038,16,62074
1008012,15,34260
1008012,16,62076
1009037,15,34240
1009037,16,62083
1010013,15,34239
1010013,16,62089
1011034,15,34234
1011034,16,62074
1012012,15,34240
1012012,16,62066
1013033,15,34226
1013033,16,62076
1014007,15,34235
1014007,16,62054
1015026,15,34243
1015026,16,62089
1016006,15,34219
1016006,16,62064
1017024,15,34236
1017024,16,62063
1018002,15,34220
1018002,16,62069
1019024,15,34238
1019024,16,62075
1020000,15,34235
1020000,16,62039
1021021,15,34252
1021021,16,62073
1022038,15,34224
1022038,16,62064
1023018,15,34233
1023018,16,62072
1024037,15,34224
1024037,16,62091
1025014,15,34240
1025014,16,62062
1026036,15,34234
1026036,16,62081
1027010,15,34240
1027010,16,62070
1028032,15,34223
1028032,16,62079
1029011,15,34245
1029011,16,62076
1030029,15,34245
1030029,16,62071
1031008,15,34213
1031008,16,62093
1032028,15,34234
1032028,16,62075
1033004,15,34227
1033004,16,62063
1034026,15,34246
1034026,16,62065
1035002,15,34248
1035002,16,62092
1036024,15,34258
1036024,16,62063
1036998,15,34240
1036998,16,62082
1038019,15,34228
1038019,16,62068
1039040,15,34239
1039040,16,62078
1040020,15,34239
1040020,16,62064
1041041,15,34233
1041041,16,62074
1042016,15,34221
1042016,16,62085
1043035,15,34225
1043035,16,62071
1044013,15,34239
1044013,16,62071
1045032,15,34236
1045032,16,62065
1046010,15,34235
1046010,16,62086
1047034,15,34243
1047034,16,62067
1048008,15,34240
1048008,16,62074
1049030,15,34226
1049030,16,62073
1050004,15,34249
1050004,16,62066
1051027,15,34218
1051027,16,62058
1052005,15,34229
1052005,16,62076
1053023,15,34230
1053023,16,62078
1054001,15,34225
1054001,16,62056
1055019,15,34215
